Name,Line,Sentiment,Irony,Hate,Intimacy,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
GUY,"(politely)
          You are a tennis fan.

Bruno is inordinately pleased by this small tribute.",0.125,[-0.75086755  1.0219289 ],[ 2.0143135 -1.9222322],0.1142081916332244,0.11652003973722458,-6.4205732345581055,-6.134178638458252,-4.887217998504639,-1.9087039232254028,-5.092451572418213,-7.6945414543151855,-7.2122907638549805,-7.024319648742676,-6.471350193023682,-6.140316486358643,-7.301287651062012,-8.02577018737793,-4.406367301940918,-8.17446517944336,-4.835178375244141,-7.795267105102539,-3.506845474243164,-5.425644874572754,-8.978095054626465,-5.930535316467285,-4.636446475982666,-5.411153316497803,-5.927732944488525,-8.284729957580566,-7.170567035675049,-6.86979341506958,-0.8512150049209595
BRUNO,"Wish I could see you play. But I've
          got to be back in Washington tomorrow.
          I live in Arlington, you know.

He has taken out a cigarette case.   Holds it out to Guy.",0.0681818181818181,[ 0.9911884 -0.4942874],[ 1.9630874 -1.845997 ],0.1062218248844146,-5.964383125305176,-5.848665714263916,-5.62171745300293,-4.084512710571289,-4.213482856750488,-5.42394495010376,-5.770633220672607,-4.717198371887207,0.6554841995239258,-4.496418476104736,-5.639266490936279,-5.747641563415527,-7.310595989227295,-5.2682204246521,-6.459727764129639,-6.976888656616211,-7.269021511077881,-6.099696159362793,-5.495579719543457,-6.744976997375488,-3.496600866317749,-7.63750696182251,-4.901612281799316,-7.424291133880615,-6.503547668457031,-5.3760857582092285,-6.4139299392700195,-0.5332314372062683
BRUNO,Cigarette?,0.0,[ 1.1633731 -0.7565719],[ 1.5652095 -1.4660388],0.0906919836997985,-6.515963554382324,-6.336223125457764,-6.130496025085449,-4.844344615936279,-4.513531684875488,-7.11763858795166,-1.4200190305709839,-1.240116000175476,-7.22506046295166,-6.566676616668701,-5.771793842315674,-6.558562278747559,-7.268788814544678,-6.1521806716918945,-6.932511806488037,-7.543985366821289,-8.29948902130127,-7.052467346191406,-6.548173904418945,-7.888191223144531,-6.34680700302124,-9.406121253967285,-5.0628862380981445,-8.743352890014648,-8.2524995803833,-7.145850658416748,-5.128475666046143,1.2070733308792114
GUY,"Not now, thanks.          I don't smoke much.",0.2,[-0.5820642   0.54075336],[ 1.6964351 -1.5226971],0.0939012765884399,-6.778851509094238,-6.240044593811035,-5.170434951782227,-3.4477450847625732,-3.724562406539917,-5.775333881378174,-4.910910129547119,-6.074865341186523,-7.116779804229736,-5.528158664703369,-1.7799866199493408,-5.954113006591797,-6.341867446899414,-6.864116668701172,-7.386396884918213,1.5533721446990967,-7.706109523773193,-6.352404594421387,-7.307004451751709,-8.418374061584473,-6.0847249031066895,-7.815789222717285,-4.702266693115234,-6.199253082275391,-6.118210792541504,-6.131595134735107,-6.908206462860107,-2.9880006313323975
BRUNO,"I smoke too much.

He fumbles for a match.          Guy brings out a lighter and hands
it to Bruno.",0.2,[-0.42804223  0.54893184],[ 1.7133347 -1.7226119],0.0957991182804107,-5.636588096618652,-4.391664981842041,-6.483648300170898,-4.5000319480896,-2.6300132274627686,-6.683318614959717,-6.65626335144043,-6.7803497314453125,-7.1505632400512695,-6.15535306930542,-6.211953639984131,-6.381963729858398,-7.270752906799316,-5.540645122528076,-6.936712741851807,-8.069404602050781,-8.284334182739258,-5.056305408477783,-6.792928695678711,-7.678898334503174,-6.082070827484131,-7.427647590637207,-4.237707138061523,-7.118616580963135,-8.540356636047363,-6.822254657745361,-7.132466793060303,2.264554500579834
BRUNO,"Thanks.
                 (he stares at the
                  lighter, impressed)
             Elegant.",0.5666666666666667,[-0.3533125   0.43942901],[ 1.8846451 -2.0950177],0.1059161126613617,-2.227532386779785,-6.152098655700684,-6.8675761222839355,-5.4108357429504395,-2.8214030265808105,-6.437933921813965,-5.702450752258301,-5.989192008972168,-7.681137561798096,-6.8648881912231445,-5.8477396965026855,-6.688244819641113,-8.027841567993164,-5.849734783172607,-7.8776397705078125,2.972285270690918,-8.307170867919922,-6.12827730178833,-6.251723289489746,-9.133719444274902,-5.968681812286377,-7.058782577514648,-5.413202285766602,-6.8268961906433105,-7.756206035614014,-7.235650539398193,-6.989665508270264,-3.7388036251068115
GUY,"(coldly)
             Yes?",-0.6,[ 0.48300314 -0.10013167],[ 1.6224536 -1.6841301],0.0901145637035369,-6.218662261962891,-6.362955093383789,-6.537652492523193,-5.434022903442383,-3.262512445449829,-6.798511028289795,-1.0116575956344604,-1.848050594329834,-7.0957465171813965,-6.665438175201416,-5.485905170440674,-6.819169044494629,-7.643129825592041,-6.123764991760254,-6.79404354095459,-7.268917083740234,-8.340540885925293,-6.792448043823242,-6.158409118652344,-7.797680377960205,-5.789022922515869,-9.087867736816406,-4.730808258056641,-8.318116188049316,-7.972800254821777,-7.035097599029541,-5.741535186767578,0.9718319773674011
BRUNO,"Anne Burton. Sometimes I turn the
             sport page and look at the society
             news. And the pictures. She's very
             beautiful, Senator Burton's daughter.",1.0,[-0.4519894  0.6833903],[ 1.7827219 -1.7764335],0.1101115345954895,2.0468697547912598,-6.645586013793945,-6.51770544052124,-5.495657920837402,-2.4847867488861084,-6.810719013214111,-6.264688014984131,-6.176926612854004,-7.276986598968506,-5.962646484375,-5.7867231369018555,-6.87962532043457,-8.114514350891113,-5.260425090789795,-7.622775554656982,-6.302839279174805,-8.276762008666992,-5.699923515319824,-4.753720760345459,-9.016121864318848,-5.902955055236816,-6.039971351623535,-4.9992547035217285,-7.768510818481445,-8.562250137329102,-6.9343414306640625,-6.458113193511963,-1.9145622253417969
GUY,"You're quite a reader, Mr. Anthony.",0.0,[-0.3185348  0.841332 ],[ 1.4743365 -1.5575279],0.10744009912014,2.336801290512085,-6.8355913162231445,-6.789860725402832,-5.479060649871826,-2.251844644546509,-5.723331928253174,-6.740923881530762,-6.4297194480896,-7.087554454803467,-6.210203170776367,-5.420304298400879,-7.450966835021973,-8.248026847839355,-5.717741966247559,-8.082067489624023,-4.6424970626831055,-8.288207054138184,-5.7879319190979,-5.9805474281311035,-9.14972972869873,-4.959022045135498,-5.792083740234375,-5.024448394775391,-7.194699764251709,-8.189946174621582,-6.98076868057251,-6.852375030517578,-2.7287306785583496
BRUNO,"Yes, I am. Ask me anything, from
             today's stock reports to Li'l Abner,
             and I got the answer.",0.0,[ 0.49022973 -0.22251955],[ 2.0647678 -2.0720932],0.0912677943706512,-5.3317413330078125,-6.161257743835449,-6.722601413726807,-5.329090595245361,-0.6257857084274292,-6.808337211608887,-5.504725456237793,-4.872722625732422,-6.883208751678467,-7.039890766143799,-6.147157192230225,-7.420133590698242,-8.57547664642334,-5.0083746910095215,-7.838547229766846,-7.595705986022949,-8.859386444091797,-5.899481773376465,-6.725516319274902,-8.412399291992188,-5.179992198944092,-7.882330417633057,-4.419761657714844,-7.365732192993164,-9.105630874633789,-7.733800411224365,-6.440377235412598,0.821251630783081
GUY,"(sharply)
          Perhaps you read too much.",0.0375,[-0.08770244  0.44505876],[ 1.7821804 -1.7536461],0.0919780433177948,-6.336014747619629,-6.625040054321289,-6.619727611541748,-4.681246280670166,-3.4891128540039062,-6.6513872146606445,-3.879477024078369,-4.919689178466797,-7.244305610656738,-5.908651828765869,-5.45887565612793,-6.57289981842041,-7.768681049346924,-7.012912273406982,-6.9698262214660645,-7.888956546783447,-8.351694107055664,-7.301294326782227,-7.246227741241455,-7.917151927947998,-5.6191301345825195,-8.801213264465332,-4.224147796630859,-8.331454277038574,-8.447867393493652,-6.674665451049805,-6.77762508392334,2.648075819015503
BRUNO,"(contritely)
          There I go again. Too friendly. I
          meet someone I' like and open my yap
          too wide. I'm sorry...
At the appeal on Bruno's face, Guy slowly relents.",-0.105,[ 0.55382305 -0.06530876],[ 1.8662754 -1.9513491],0.1094721555709838,-4.910069465637207,-5.573609352111816,-6.0047478675842285,-5.273214340209961,-1.7776827812194824,-2.843252658843994,-5.435527801513672,-5.151584148406982,-5.003806114196777,-4.432689189910889,-5.070829391479492,-6.323755264282227,-5.403730869293213,-6.126061916351318,-6.611293315887451,-5.51983642578125,-5.436485290527344,-4.828864574432373,-3.5658059120178223,-6.120231628417969,-4.414996147155762,-6.639066219329834,-4.034273624420166,-5.403915882110596,0.23573684692382812,-1.9429230690002441,-7.342074871063232,-1.7651084661483765
GUY,"That's all right. Forget it.    I
          guess I'm pretty jumpy.

Bruno smiles with and signals a waiter.",0.2678571428571428,[0.18097489 0.13052642],[ 1.8558565 -1.892541 ],0.1013966500759124,-4.692270755767822,-4.715887069702148,-6.561755657196045,-5.1734795570373535,-0.6838902235031128,-3.5463929176330566,-2.8789925575256348,-3.398205041885376,-5.324525356292725,-5.679984092712402,-5.1208815574646,-6.6929426193237305,-6.3662519454956055,-1.6081095933914185,-3.2128970623016357,-6.480363845825195,-6.7081804275512695,-3.014889717102051,-5.511581897735596,-2.4474058151245117,-4.290156841278076,-5.920219421386719,-3.2592849731445312,-4.146467685699463,-6.954601287841797,-5.478701114654541,-5.055253028869629,-1.2277581691741943
BRUNO,"There's a new cure for that.
              (to waiter)
          Scotch and plain water. A pair.
          Double.
              (to Guy with a chuckle)
          Only kind of doubles I play.",0.1044155844155844,[ 0.7449934  -0.42617494],[ 1.6217262 -1.5851792],0.0931935608386993,-6.406947135925293,-3.1021792888641357,-6.326858997344971,-4.496305465698242,-3.368842601776123,-6.890361785888672,-5.521858215332031,-5.99638557434082,-7.122847080230713,-6.159112453460693,-5.673094272613525,-6.357787132263184,-7.039201736450195,-5.832705020904541,-6.5262885093688965,-8.57457447052002,-8.150901794433594,-5.251507759094238,-7.4417877197265625,-7.412225723266602,-5.73689603805542,-7.948259353637695,-3.9024946689605713,-7.353643894195557,-8.51546573638916,-6.646458625793457,-6.580938816070557,2.1222403049468994
GUY,You'll have to drink both of them.,0.0,[ 1.3997611  -0.80855715],[ 1.1727368 -0.9859763],0.0893360674381256,-6.305575370788574,-6.3782148361206055,-6.538880825042725,-5.020031452178955,-3.8068487644195557,-6.165770530700684,-6.096051216125488,-6.440047264099121,-6.361469745635986,-6.14814567565918,-5.855138778686523,-6.58203649520874,-7.915233612060547,-6.756082534790039,-7.0170464515686035,-7.286614894866943,-8.30909538269043,-6.843228816986084,-7.065255641937256,-8.143916130065918,-5.257059097290039,-8.319107055664062,-4.931060314178467,-8.055401802062988,-8.099810600280762,-6.644644260406494,-7.6146697998046875,3.254692554473877
BRUNO,"(grinning)
          And I can do it.
              (moving in)
          When's the wedding?",0.0,[ 0.5159636  -0.01616925],[ 1.0636815 -1.1281964],0.1043091863393783,-4.2585039138793945,-6.043542861938477,-6.993651866912842,-6.151191234588623,-1.8665672540664673,-4.36008358001709,-3.161357879638672,-0.7361997365951538,-4.025350093841553,-6.5484938621521,-6.289629936218262,-7.69290828704834,-8.120688438415527,-2.531695604324341,-5.902280330657959,-7.283208847045898,-7.706113338470459,-4.591972827911377,-5.47153902053833,-6.237529277801514,-1.6551828384399414,-7.142035484313965,-4.643879413604736,-6.547297954559326,-7.492870330810547,-6.628607273101807,-4.408693790435791,-0.8376028537750244
GUY,What?,0.0,[ 1.4070891  -0.49027988],[ 1.2503315 -1.1553091],0.0900139510631561,-6.578787326812744,-6.515120983123779,-5.862416744232178,-4.662107944488525,-5.040428161621094,-6.907693862915039,-1.3156254291534424,-0.3249582052230835,-7.031893253326416,-6.431008338928223,-5.808041572570801,-6.601445198059082,-7.146677494049072,-6.211172103881836,-6.841343402862549,-7.385562896728516,-8.289521217346191,-7.176339626312256,-6.653465270996094,-7.879511833190918,-6.177070140838623,-9.697407722473145,-5.3601508140563965,-8.872597694396973,-8.154889106750488,-7.179938316345215,-4.4455037117004395,0.3861337900161743
BRUNO,"The wedding. You and Anne Burton.
              (a gesture of
               explanation)
          It was in the papers.",0.0,[-0.55793506  0.90285176],[ 1.8458433 -1.8407995],0.1097340136766433,-5.588351249694824,-5.777900695800781,-6.039996147155762,-5.358430862426758,-3.3606185913085938,-7.126214504241943,-4.853302955627441,-5.316827774047852,-7.3333258628845215,-6.230630397796631,-6.160924911499023,-6.779792785644531,-7.601495265960693,-5.3812689781188965,-6.535073280334473,-8.247632026672363,-7.9565324783325195,-5.679657936096191,-5.976284027099609,-7.819262504577637,-6.294835567474365,-7.97468376159668,-4.261833667755127,-7.8907551765441895,-8.443657875061035,-6.4847731590271,-6.0616631507873535,2.4058072566986084
GUY,"It shouldn't have been. Unless
          they've legalized bigamy overnight.",0.0,[-0.3711263  0.599758 ],[ 1.000598  -1.1102481],0.0925389528274536,-6.651363372802734,-6.244233131408691,-5.417016506195068,-3.3231241703033447,-3.678175449371338,-6.993950366973877,-4.839605331420898,-6.282000541687012,-7.570652008056641,-4.3414716720581055,-0.2926090359687805,-6.3342742919921875,-6.6560444831848145,-7.411276340484619,-7.617898464202881,-7.588397026062012,-8.182001113891602,-7.020855903625488,-7.635237216949463,-8.170331954956055,-6.142293453216553,-8.564233779907227,-3.8277320861816406,-7.811004638671875,-8.035923957824707,-6.405564785003662,-6.43748664855957,0.790940523147583
BRUNO,"I have a theory about that. I'd
         like to tell you about it some time.
         But right now I suppose divorce Is
         still the simplest operation.

The waiter has brought the drinks. Bruno slips the lighter
into hip pocket to free his hands for the bills which he
gives to the waiter, waving away the change. He offers a
glass to Guy. Guy takes it.",0.2619047619047619,[ 1.2606786  -0.77398074],[ 1.6924832 -1.8290378],0.0993220210075378,-5.9536871910095215,-6.196126937866211,-6.538352966308594,-4.767343997955322,-1.8193628787994385,-6.271391868591309,-3.0921859741210938,-3.5078036785125732,-5.766041278839111,-6.278087139129639,-5.045172214508057,-7.07426118850708,-8.4227876663208,-6.428962230682373,-7.579254627227783,-8.187786102294922,-8.76427173614502,-6.696885108947754,-6.569479942321777,-8.142154693603516,-4.15070104598999,-8.559791564941406,-4.06508731842041,-7.892615795135498,-8.519539833068848,-7.492636680603027,-7.04074764251709,1.363774299621582
GUY,"(as if he needs it)
         I guess I will.",0.0,[-0.05365202  0.40573823],[ 1.5504485 -1.5775656],0.0978644788265228,-5.07600736618042,-5.325207710266113,-6.879013538360596,-5.434412956237793,-0.08653727173805237,-4.862114429473877,-3.7041196823120117,-4.144297122955322,-4.928577899932861,-6.281021595001221,-5.1102728843688965,-7.020132064819336,-8.277647972106934,-5.821178436279297,-6.974686622619629,-5.951263904571533,-8.12221908569336,-5.771193027496338,-6.34822940826416,-7.705586910247803,-0.719163179397583,-7.4403862953186035,-3.717768669128418,-6.591726303100586,-7.714085578918457,-7.1009440422058105,-6.615575313568115,-1.0694236755371094
BRUNO,"(happily)
         This is wonderful -- having your
         company all the way to New York.",0.6454545454545455,[-1.2491063  1.2759662],[ 2.0403695 -1.9852282],0.1125998198986053,1.7691690921783447,-5.737278938293457,-6.684451580047607,-6.203698635101318,-2.0582828521728516,-4.24073600769043,-6.10952091217041,-5.881161212921143,-6.1875901222229,-6.7567830085754395,-5.881853103637695,-7.617254734039307,-8.088679313659668,-3.875260591506958,-7.618196964263916,-4.176451683044434,-7.233011722564697,-1.3574970960617065,-1.9400756359100342,-7.775393009185791,-4.908935070037842,-4.913658142089844,-5.439118385314941,-5.346031665802002,-7.838603496551514,-6.292444705963135,-6.640281677246094,-3.963334798812866
GUY,"(forced to explain)
         As a matter of fact, I'm not going
         direct. I'm stopping off. At
         Metcalf.",-0.1,[ 0.5076818  -0.30395326],[ 1.9583325 -1.8881685],0.0917717218399047,-6.50377082824707,-6.437012672424316,-5.624536991119385,-4.192218780517578,-3.747945785522461,-6.907896041870117,-5.496828556060791,-6.407845497131348,-7.65136194229126,-5.6294684410095215,-3.821986198425293,-6.62809944152832,-7.684010982513428,-7.372291088104248,-7.327651500701904,-7.774325370788574,-8.382372856140137,-7.1755781173706055,-7.791985988616943,-8.525408744812012,-6.218362331390381,-8.787435531616211,-4.70848274230957,-8.466639518737793,-8.713501930236816,-6.710012912750244,-7.458670139312744,2.7672417163848877
BRUNO,"Metcalf? What would anybody want to
         go there for?",0.0,[ 1.4820538 -1.1610544],[ 1.7335807 -1.6778148],0.0912453234195709,-6.686398029327393,-6.063453197479248,-5.434181213378906,-4.061476230621338,-5.26702880859375,-6.48162841796875,-1.309165358543396,0.02232414484024048,-6.773550510406494,-5.96081018447876,-5.072062015533447,-6.749131202697754,-7.262936115264893,-6.829936504364014,-7.297837257385254,-7.509890556335449,-8.341455459594727,-7.287849426269531,-7.21179723739624,-7.940010070800781,-6.011302471160889,-9.966666221618652,-5.818578720092773,-9.070854187011719,-7.891517639160156,-6.894686222076416,-5.65582275390625,0.04646092653274536
GUY,It's my home town.,0.0,[-0.15855245  0.733235  ],[ 1.6740128 -1.6838527],0.0897985696792602,-2.2276833057403564,-7.676705360412598,-6.646358013153076,-5.628516674041748,0.4435902535915375,-5.946944713592529,-6.067305088043213,-6.572801113128662,-6.750329494476318,-5.951605319976807,-5.20168924331665,-6.827604293823242,-7.773867607116699,-6.075440883636475,-6.885735034942627,-6.6770477294921875,-7.893233776092529,-6.169672966003418,-4.128961563110352,-8.050007820129395,-5.077718257904053,-6.348482131958008,-3.326516628265381,-6.677265644073486,-7.502374172210693,-6.409420967102051,-6.693853855133057,-0.9140282273292542
BRUNO,"Oh, I get it! A little talk with
         your wife to about the divorce! I
         suppose she was the girl next door.
         Held her hand in high school and
         before you knew it -- hooked!
             (proud of his
              perspicacity)
         Am I right?",0.2102678571428571,[ 0.39712253 -0.0935083 ],[ 1.4781237 -1.413271 ],0.0954646915197372,-2.566249370574951,-6.5445966720581055,-6.962036609649658,-5.723789691925049,-0.5827202200889587,-5.9817214012146,-2.528776168823242,-1.5773056745529175,-6.856482028961182,-5.577904224395752,-5.972978115081787,-7.15009880065918,-6.642249584197998,-3.8141095638275146,-5.931681156158447,-6.910537242889404,-6.8779706954956055,-4.64151668548584,-5.849795818328857,-5.875345230102539,-5.441833972930908,-6.128192901611328,-3.172646999359131,-5.742797374725342,-7.077105522155762,-5.5611348152160645,-4.106014728546143,-0.9566395878791809
GUY,"(laconically)
         Close enough.",0.0,[-0.17009623  0.5061936 ],[ 1.5967957 -1.5580145],0.0915279388427734,-5.0789875984191895,-6.341631889343262,-7.146134376525879,-5.815498352050781,-1.644208550453186,-7.241171836853027,-5.442994117736816,-5.568635940551758,-7.579144477844238,-6.497447967529297,-6.029597759246826,-7.0864338874816895,-8.446484565734863,-6.161488056182861,-7.609767436981201,-8.018503189086914,-8.908427238464355,-6.448694705963135,-6.235935211181641,-8.58313274383545,-6.116872310638428,-8.515462875366211,-4.599510192871094,-8.104559898376465,-8.865131378173828,-7.179975986480713,-7.3084259033203125,1.5591957569122314
BRUNO,"(raises his glass)
         Well, here's luck, Guy. Drink up --
         then we'll have some lunch sent to
         my compartment.",0.0,[ 0.40506852 -0.22873193],[ 1.6130413 -1.7940766],0.1035564541816711,-3.8835792541503906,-5.812124252319336,-6.251846790313721,-4.990235805511475,-1.7773672342300415,-0.12957747280597687,-6.4620161056518555,-6.1488356590271,-5.390457630157471,-6.712061405181885,-5.595794200897217,-7.570880889892578,-8.170347213745117,-5.835885047912598,-6.880148887634277,-3.0180556774139404,-7.150373935699463,-4.8371758460998535,-5.844499588012695,-7.251316547393799,-0.5335896611213684,-6.31828498840332,-5.424646377563477,-5.219488620758057,-6.601376056671143,-6.576672554016113,-7.219078540802002,-1.9420037269592285
GUY,"Thanks very much. But I think I'll
          go to the dining car.
              (he hails a waiter
               who is passing through
               with a food-laden
               tray)
          Do you know if there are any vacant
          seats in the dining car now?",0.23,[ 0.89528865 -0.54670894],[ 1.7811962 -1.858766 ],0.0916609168052673,-5.337309837341309,-5.49238395690918,-6.289246082305908,-5.321901798248291,-4.142810344696045,-5.083580493927002,-2.860180377960205,-0.48017650842666626,-5.5387139320373535,-6.599564075469971,-6.028075695037842,-7.0663251876831055,-7.349391937255859,-5.258513450622559,-7.199594020843506,1.8443520069122314,-7.133423805236816,-5.715823173522949,-5.72335147857666,-7.310671806335449,-4.796767234802246,-8.44389533996582,-5.418635368347168,-6.471087455749512,-5.999805450439453,-6.101541042327881,-5.571622848510742,-3.1108250617980957
