Unnamed: 0,Name,Movie,Line,Sentiment,Irony,Hate,Intimacy
16,Toomes,spider_man_homecoming.txt,Your superiors. Who the hell are they?,0.0,[ 2.0568402 -1.200179 ],[ 1.3077153 -1.104647 ],0.10292565822601318
17,Schultz,spider_man_homecoming.txt,So now the assholes who made this mess are being paid to clean it up.,0.0958333333333333,[-1.7399611  1.8556904],[ 0.90443224 -0.70201284],0.09466898441314697
18,Mason,spider_man_homecoming.txt,"Yeah, it’s all rigged.",0.0,[0.14914754 0.39755794],[ 1.1088852  -0.92424613],0.039593130350112915
19,Brice,spider_man_homecoming.txt,I ain’t hauling it.,0.0,[ 1.4848102 -0.8443165],[ 1.0121219 -1.0735216],0.059130072593688965
20,Mason,spider_man_homecoming.txt,It’s too bad. We could have made some pretty cool stuff from all that alien junk.,-0.0874999999999999,[ 0.6422655  -0.24735215],[ 0.7871102 -0.8959196],0.0712512731552124
21,Toomes,spider_man_homecoming.txt,"I tell you what, let’s keep it. The world’s changing.",0.0,[ 1.6707003  -0.80941445],[ 1.5818244 -1.6493725],0.09071463346481323
22,Toomes,spider_man_homecoming.txt,"It’s time we change, too.",0.0,[ 1.4392549 -0.6258798],[ 1.569753  -1.5473208],0.041780054569244385
23,Toomes,spider_man_homecoming.txt,"There you go, Mason.",0.0,[-0.67914927  1.1662469 ],[ 1.4870437 -1.440492 ],0.06507667899131775
24,Toomes,spider_man_homecoming.txt,Business is good.,0.7,[-1.84611    1.8678824],[ 1.3413141 -1.2696799],0.06067660450935364
25,Peter,spider_man_homecoming.txt,"(in a gravelly voice) New York. Queens. It’s a rough borough, but hey, it’s home.",0.0181818181818181,[ 1.9550604 -1.0436167],[ 1.9234922 -2.0613787],0.053053200244903564
26,Happy,spider_man_homecoming.txt,Who are you talking to?,0.0,[ 1.9420686 -1.0956931],[ 1.3171318 -1.3220351],0.07985913753509521
27,Peter,spider_man_homecoming.txt,(in a normal voice) No one. Just making a little video of the trip.,-0.01875,[ 1.4382105  -0.62662166],[ 2.0746944 -1.927308 ],0.03225231170654297
28,Happy,spider_man_homecoming.txt,You know you can’t show it to anyone.,0.0,[ 1.3836128  -0.58866245],[ 1.4301182 -1.2999226],0.0485382080078125
29,Peter,spider_man_homecoming.txt,"Yeah, I know.",0.0,[-0.33913457  0.88937503],[ 1.2451187 -1.0932318],0.05702885985374451
30,Happy,spider_man_homecoming.txt,Then why are you narrating in that voice?,0.0,[ 1.5204993  -0.73301494],[ 1.5788013 -1.443628 ],0.12251061201095581
31,Peter,spider_man_homecoming.txt,Uh... Because it’s fun.,0.3,[-1.0531498  1.3871902],[ 1.4591967 -1.4237388],0.03809154033660889
32,Happy,spider_man_homecoming.txt,Fun.,0.3,[-0.86917543  1.2273746 ],[ 1.1334695 -1.1121818],0.06953921914100647
33,Peter,spider_man_homecoming.txt,"So, uh, why do they call you Happy?",0.8,[ 0.87011117 -0.2115637 ],[ 1.9220891 -2.065451 ],0.16903510689735413
34,Happy,spider_man_homecoming.txt,Come on. I’m not carrying your bags. Let’s go.,0.0,[ 2.0006707 -1.1981946],[ 1.1484233 -1.146315 ],0.142455592751503
35,Peter,spider_man_homecoming.txt,"Hey, should I go to the bathroom before?",0.0,[ 1.8605053 -1.253474 ],[ 1.5480179 -1.6806446],0.06915140151977539
36,Happy,spider_man_homecoming.txt,There’s a bathroom on it.,0.0,[ 0.91676474 -0.07361625],[ 1.1875691 -1.1768361],0.02999824285507202
37,Peter,spider_man_homecoming.txt,Whoa. No pilot? That’s awesome.,1.0,[-1.4849788  1.7017407],[ 1.699338  -1.6898019],0.10725679993629456
38,Happy,spider_man_homecoming.txt,Is that where you’re gonna sit?,0.0,[ 2.0539265 -1.2087861],[ 1.7184671 -1.717117 ],0.11403410136699677
39,Peter,spider_man_homecoming.txt,Yeah.,0.0,[-0.01128384  0.49658802],[ 0.8073447 -0.7215428],0.027981340885162354
40,Happy,spider_man_homecoming.txt,This is your first time on a private plane?,0.125,[ 1.355689   -0.75952816],[ 2.042843  -1.9367675],0.07248514890670776
41,Peter,spider_man_homecoming.txt,My first time on any plane.,0.25,[0.13778731 0.44317105],[ 1.9229273 -1.7867395],0.047077178955078125
42,Peter,spider_man_homecoming.txt,Should it...? Should it be...? Should it be making that noise?,0.0,[ 1.8126904 -1.2353803],[ 1.4779285 -1.506979 ],0.04830107092857361
43,Peter,spider_man_homecoming.txt,Shh.,0.0,[ 0.6662604  -0.03369604],[ 0.98113537 -0.8884491 ],0.03485387563705444
44,Peter,spider_man_homecoming.txt,No one has actually told me why I’m in Berlin or what I’m doing. Something about Captain America going crazy.,-0.3,[ 1.2193767 -0.6180947],[ 1.9212399 -2.1091704],0.05346173048019409
45,Happy,spider_man_homecoming.txt,(pointing at a door) This is you.,0.0,[ 0.8254772  -0.04905134],[ 1.8360898 -1.896188 ],0.08946526050567627
46,Peter,spider_man_homecoming.txt,"Oh, we’re neighbors?",0.0,[-0.22834522  0.8473119 ],[ 1.695343  -1.6879622],0.05287104845046997
47,Happy,spider_man_homecoming.txt,We’re not roommates. Suit up.,0.0,[ 1.6321656 -0.8810116],[ 1.1405613 -1.2804126],0.14681197702884674
48,Peter,spider_man_homecoming.txt,"Okay, Peter, you got this. You got this.",0.5,[0.38424253 0.2251133 ],[ 1.3733507 -1.2970091],0.13444684445858002
49,Happy,spider_man_homecoming.txt,What the hell are you wearing?,0.0,[ 2.0219522 -1.2482821],[ 1.1054305 -1.177445 ],0.10117548704147339
50,Peter,spider_man_homecoming.txt,It’s my suit.,0.0,[0.8321939  0.00498296],[ 1.1681117 -1.161202 ],0.15293920040130615
51,Happy,spider_man_homecoming.txt,Where’s the case?,0.0,[ 2.100433  -1.2249079],[ 1.349424  -1.3203098],0.030026108026504517
52,Peter,spider_man_homecoming.txt,What case? That’s not my...,0.0,[ 2.2066455 -1.429761 ],[ 1.6647209 -1.665301 ],0.11311395466327667
53,Peter,spider_man_homecoming.txt,What? I thought that was a closet. This is still my room?,0.0,[ 1.1963984  -0.51538354],[ 1.7074846 -1.7903906],0.09490105509757996
54,Happy,spider_man_homecoming.txt,Go. Please.,0.0,[ 1.392297   -0.56074655],[ 1.0970473 -1.01794  ],0.028936922550201416
55,Peter,spider_man_homecoming.txt,My room is way bigger than...,0.0,[ 0.5039565  -0.07874285],[ 1.6933013 -1.7799351],0.10725964605808258
56,Happy,spider_man_homecoming.txt,There.,0.0,[0.2272794  0.28478563],[ 0.86789244 -0.7938409 ],0.038657933473587036
57,Peter,spider_man_homecoming.txt,I found the case. I found the case. I found the case.,0.0,[ 1.5019462 -0.7843086],[ 1.7104205 -1.6206913],0.030159294605255127
58,Peter,spider_man_homecoming.txt,“A minor upgrade”?,-0.05,[ 1.2050176  -0.47794512],[ 1.7167362 -1.73409  ],0.02226543426513672
59,Peter,spider_man_homecoming.txt,Whoa. Oh my God.,0.0,[ 0.74204415 -0.02046266],[ 1.8539957 -1.6845025],0.1157681792974472
60,Happy,spider_man_homecoming.txt,Put it on.,0.0,[ 0.9973566 -0.2372801],[ 1.0440024 -1.0006088],0.03626608848571777
61,Peter,spider_man_homecoming.txt,What the...? This is the coolest thing I’ve ever seen-,0.0,[ 0.75241345 -0.22288391],[ 1.7895335 -1.8229922],0.05695223808288574
62,Happy,spider_man_homecoming.txt,Let’s go.,0.0,[ 1.2778755  -0.49991933],[ 0.7334392 -0.711606 ],0.06206217408180237
63,Peter,spider_man_homecoming.txt,"But, yeah. Well, I don’t understand. Is it for me?",0.0,[ 2.2265332 -1.3990065],[ 1.9024705 -1.9478239],0.06450122594833374
64,Peter,spider_man_homecoming.txt,"Happy, Happy, wait.",0.8,[0.413503   0.16206145],[ 1.5034894 -1.5624725],0.1045224666595459
65,Peter,spider_man_homecoming.txt,This is insane. Insane. Look at this thing. Look. Look at the eyes. This is the greatest day of my life.,-0.3333333333333333,[ 0.6369418  -0.11876481],[ 1.8850051 -1.7823061],0.13479922711849213
66,Happy,spider_man_homecoming.txt,Let’s go.,0.0,[ 1.2778755  -0.49991933],[ 0.7334392 -0.711606 ],0.06206217408180237
67,Peter,spider_man_homecoming.txt,Okay.,0.5,[0.18276119 0.53094673],[ 0.928708   -0.86421824],0.030240356922149658
68,Happy,spider_man_homecoming.txt,Come on.,0.0,[ 0.8295334  -0.10513789],[ 0.80590206 -0.69385916],0.11768479645252228
69,Peter,spider_man_homecoming.txt,"(whispers) Okay, there’s Captain America, Iron Man, Black Widow. Whoa. Who’s that new guy?",0.1565656565656565,[ 1.7871574 -0.8931041],[ 1.4180146 -1.620545 ],0.0486224889755249
70,Tony,spider_man_homecoming.txt,Underoos!,0.0,[-0.03015207  0.5920655 ],[ 1.0532119 -1.1914521],0.024905413389205933
71,Peter,spider_man_homecoming.txt,"Oh, that’s me. I gotta go. I gotta go.",0.0,[ 1.8531104 -0.8755263],[ 1.531965  -1.4492503],0.1000572144985199
72,Peter,spider_man_homecoming.txt,"Hey, everyone.",0.0,[-0.12099105  0.8391334 ],[ 1.20461   -1.1775652],0.03354448080062866
73,Peter,spider_man_homecoming.txt,"Okay, so the craziest thing just happened, right? I just had a fight with Captain America and I stole his shield and I threw it at him-",0.3928571428571428,[0.44385836 0.04589546],[ 1.6411754 -1.874658 ],0.09394782781600952
74,Peter,spider_man_homecoming.txt,What the hell? He’s big now. I gotta go. Hang on.,0.0,[ 2.0401232 -1.0958506],[ 1.5501418 -1.5389882],0.17512398958206177
75,Peter,spider_man_homecoming.txt,Whoa!,0.0,[-0.33307102  0.89721924],[ 1.4939834 -1.4469297],0.08784335851669312
76,Peter,spider_man_homecoming.txt,"It was the most amazing thing that’s ever happened! So Mr. Stark was like, “Hey, Underoos!” and I just sort of flipped in and I stole Cap’s shield. I was like, “Hey, what’s up, everybody?” And then...",0.3333333333333333,[ 1.0131218  -0.37940055],[ 1.8257757 -2.0944555],0.06110966205596924
77,Peter,spider_man_homecoming.txt,"Hey, just a second! Coming!",0.0,[ 1.6610528 -0.9530276],[ 1.5825323 -1.4830099],0.033180028200149536
78,Peter,spider_man_homecoming.txt,Hey.,0.0,[0.19733094 0.37754387],[ 1.1227647 -1.0989131],0.02827894687652588
79,Happy,spider_man_homecoming.txt,We have thin walls here.,-0.4,[0.40615055 0.34071672],[ 1.404338  -1.2103347],0.03824418783187866
80,Tony,spider_man_homecoming.txt,"What are you doing, a little video diary?",-0.1875,[ 2.0195565 -1.2047397],[ 2.0778308 -2.0949426],0.045903146266937256
81,Peter,spider_man_homecoming.txt,(embarrassed) Yeah.,0.0,[ 1.0320488  -0.18789902],[ 1.5262338 -1.4485853],0.11156880855560303
82,Tony,spider_man_homecoming.txt,It’s all right. I’d probably do the same.,0.1428571428571428,[ 1.4829636 -0.7038116],[ 1.5584193 -1.5120264],0.10616818070411682
83,Happy,spider_man_homecoming.txt,(from the driver’s seat) I told him not to do it. He was filming everything.,0.0,[ 0.9779649  -0.36061928],[ 1.6115094 -1.4782318],0.050556182861328125
84,Tony,spider_man_homecoming.txt,It’s okay.,0.5,[0.7372193  0.05810341],[ 1.2608875 -1.1974614],0.056780487298965454
85,Happy,spider_man_homecoming.txt,I’m gonna wipe the chip.,0.0,[ 1.528539  -0.5393304],[ 1.0754273 -1.0306178],0.0427473783493042
86,Tony,spider_man_homecoming.txt,"Hey, hey, hey, hey, hey. You know what? We should actually... We should make an alibi video for your aunt anyway. You ready?",0.1,[ 1.4291822  -0.78234994],[ 1.8709781 -1.9321929],0.12178277969360352
87,Peter,spider_man_homecoming.txt,"Yeah, hold on.",0.0,[ 0.7078849  -0.10912114],[ 1.0730127 -0.9941641],0.027536451816558838
88,Tony,spider_man_homecoming.txt,We rolling?,0.0,[ 1.7855649 -0.8937743],[ 1.2435043 -1.339574 ],0.019255399703979492
89,Peter,spider_man_homecoming.txt,An alibi? Sure.,0.5,[0.40480253 0.10025036],[ 1.7084084 -1.5811664],0.02798330783843994
90,Tony,spider_man_homecoming.txt,Get in the frame.,0.0,[ 1.2252079  -0.41959453],[ 1.4866823 -1.3690014],0.03125816583633423
91,Peter,spider_man_homecoming.txt,Okay.,0.5,[0.18276119 0.53094673],[ 0.928708   -0.86421824],0.030240356922149658
92,Tony,spider_man_homecoming.txt,"Hey, May. How you doing? What are you wearing? Something skimpy, I hope.",0.0,[ 1.9675843 -1.3707333],[ 1.5491029 -1.6297961],0.16790315508842468
93,Tony,spider_man_homecoming.txt,"Peter, that’s inappropriate. All right, let’s start over. You can edit it.",0.2857142857142857,[ 1.3750818  -0.72971374],[ 1.5563332 -1.5220026],0.08341044187545776
94,Peter,spider_man_homecoming.txt,Mm-hmm.,0.0,[ 1.0811328 -0.4028922],[ 1.5380157 -1.4788505],0.04750245809555054
95,Tony,spider_man_homecoming.txt,"Three, two, one. Hey, May. My gosh, uh, I wanted to tell you what an incredible job your nephew did this weekend at the Stark internship retreat. Everyone was impressed.",0.5666666666666667,[ 0.63683313 -0.08441715],[ 2.1779125 -2.2686694],0.1739533692598343
96,Happy,spider_man_homecoming.txt,Come on! It’s a freaking merge. (to Tony) I’m sorry.,-0.5,[ 1.8796139  -0.77619064],[ 1.9399587 -1.8357521],0.10781855881214142
97,Tony,spider_man_homecoming.txt,"This is because you’re not on Queens Boulevard. (to the camera) See, Happy is... is hoping to get bumped up to asset management. He was forehead of security, and before that, he was just a driver.",0.8,[ 0.9764416 -0.4415641],[ 2.0520384 -2.0350459],0.038136303424835205
98,Happy,spider_man_homecoming.txt,That was a private conversation. I don’t like joking about this. It was hard for me to talk to you about that.,-0.1458333333333333,[ 2.0759742 -1.3271337],[ 1.8847294 -1.7084863],0.15234267711639404
99,Tony,spider_man_homecoming.txt,"No, seriously, was he snoring a bunch?",0.1666666666666666,[ 2.0018132 -1.3504264],[ 1.7708    -1.8320696],0.13755053281784058
100,Happy,spider_man_homecoming.txt,All right. Here we are. End of the line. Whoops.,0.2857142857142857,[0.04583339 0.61226505],[ 1.4165217 -1.2319233],0.02612510323524475
101,Tony,spider_man_homecoming.txt,"Happy, can you give us a moment?",0.8,[ 2.1087897 -1.0618922],[ 1.8989872 -1.9666396],0.17515724897384644
102,Happy,spider_man_homecoming.txt,You want me to leave the car?,0.0,[ 1.9839035 -1.1350251],[ 1.5398747 -1.4723674],0.09356403350830078
103,Tony,spider_man_homecoming.txt,Why don’t you grab Peter’s case out of the trunk.,0.0,[ 1.5534638 -0.8195718],[ 1.5045183 -1.5194236],0.10548770427703857
104,Peter,spider_man_homecoming.txt,I can keep the suit?,0.0,[ 1.8694992 -1.175632 ],[ 1.2425944 -1.3287038],0.07669079303741455
105,Tony,spider_man_homecoming.txt,"Yes, we were just talking about it.",0.0,[ 0.56429577 -0.04436378],[ 2.00912   -1.8679546],0.0707322359085083
106,Tony,spider_man_homecoming.txt,"Do me a favor, though. Happy’s kind of your point guy on this. Don’t stress him out. Don’t do anything stupid. I’ve seen his cardiogram. All right?",0.2214285714285714,[ 2.2221282 -1.3818786],[ 1.9531928 -1.9829674],0.17896993458271027
107,Peter,spider_man_homecoming.txt,(enthusiastically) Yes.,0.0,[ 1.3719344  -0.53576756],[ 1.2892637 -1.2956451],0.02967733144760132
108,Tony,spider_man_homecoming.txt,"Don’t do anything I would do, and definitely don’t do anything I wouldn’t do. There’s a... There’s a little grey area in there, and that’s where you operate.",-0.0791666666666666,[ 2.2479084 -1.610964 ],[ 1.6965106 -1.6434476],0.0682205855846405
109,Peter,spider_man_homecoming.txt,"Wait, does that mean that I’m an Avenger?",-0.3125,[0.38246945 0.10236164],[ 1.5685467 -1.6523668],0.04290872812271118
110,Tony,spider_man_homecoming.txt,No.,0.0,[ 1.1156424 -0.377345 ],[ 0.848548 -0.758422],0.026728183031082153
111,Happy,spider_man_homecoming.txt,This it?,0.0,[ 1.8411305  -0.82237566],[ 1.12296   -1.0657736],0.027183949947357178
112,Tony,spider_man_homecoming.txt,Seventh floor.,0.0,[0.5221866  0.09942535],[ 1.197786  -1.1198318],0.02697122097015381
113,Peter,spider_man_homecoming.txt,I can take that. You don’t have to take it.,0.0,[ 2.2103589 -1.3105645],[ 1.4249613 -1.2998244],0.12535667419433594
114,Happy,spider_man_homecoming.txt,You’re gonna take it?,0.0,[ 2.0706806 -1.1221172],[ 1.4627851 -1.4802724],0.16412001848220825
115,Peter,spider_man_homecoming.txt,"Yeah, I can take that.",0.0,[0.5341863  0.09028363],[ 0.9573699  -0.93831384],0.057098835706710815
116,Happy,spider_man_homecoming.txt,Thank you.,0.0,[-0.3281238   0.90289474],[ 1.3803478 -1.3589175],0.16198284924030304
117,Peter,spider_man_homecoming.txt,"So when’s, when’s our next... When’s our next “retreat,” you know? Like...",0.0,[ 1.8942575 -1.190888 ],[ 1.8744348 -2.0616894],0.07185092568397522
118,Tony,spider_man_homecoming.txt,"What, next mission?",0.0,[ 1.7258816 -0.9814716],[ 1.498325  -1.4261156],0.023295968770980835
119,Peter,spider_man_homecoming.txt,"Yeah, the mission. The missions.",0.0,[-0.21664153  0.79266304],[ 1.7221845 -1.6358432],0.02009660005569458
120,Tony,spider_man_homecoming.txt,We’ll call you.,0.0,[ 1.2766663  -0.44243878],[ 1.4549388 -1.3056656],0.1754547506570816
121,Peter,spider_man_homecoming.txt,Do you have my numbers?,0.0,[ 2.1953323 -1.3527948],[ 1.53626   -1.5850395],0.10195258259773254
122,Tony,spider_man_homecoming.txt,"No, I mean, we’ll call you. Like, someone will call you.",0.15625,[ 1.6101711 -0.7154653],[ 1.7533885 -1.7240952],0.13740374147891998
123,Peter,spider_man_homecoming.txt,Oh.,0.0,[0.23362726 0.3343799 ],[ 1.1222034 -0.9999814],0.03327369689941406
124,Tony,spider_man_homecoming.txt,All right?,0.2857142857142857,[ 0.975686   -0.03952931],[ 1.4813532 -1.417517 ],0.05672723054885864
125,Peter,spider_man_homecoming.txt,From your team.,0.0,[0.34425217 0.45389268],[ 1.7819794 -1.6397055],0.08928471803665161
126,Tony,spider_man_homecoming.txt,Okay.,0.5,[0.18276119 0.53094673],[ 0.928708   -0.86421824],0.030240356922149658
127,Tony,spider_man_homecoming.txt,It’s not a hug. I’m just grabbing the door for you. We’re not there yet.,0.0,[ 2.2083929 -1.3214123],[ 1.9867841 -1.8763102],0.16900160908699036
128,Tony,spider_man_homecoming.txt,Bye.,0.0,[ 1.3802972 -0.518535 ],[ 0.9596808 -0.820585 ],0.07178306579589844
129,Peter,spider_man_homecoming.txt,They’re gonna call me.,0.0,[0.81091475 0.14485651],[ 1.3357648 -1.2403473],0.15402907133102417
130,Flash,spider_man_homecoming.txt,"What’s up, Penis Parker?",0.0,[ 2.165037  -1.2449571],[ 1.706323  -1.7845598],0.02427440881729126
131,Ned,spider_man_homecoming.txt,"(imitating Emperor Palpatine) Join me, and together... we’ll build my new Lego Death Star.",0.1363636363636363,[ 1.6867867  -0.87385374],[ 1.55893   -1.8513272],0.10605476796627045
132,Peter,spider_man_homecoming.txt,What?,0.0,[ 1.4070889  -0.49027973],[ 1.2503315 -1.1553091],0.03506931662559509
133,Peter,spider_man_homecoming.txt,No way! That’s awesome. How many pieces?,0.75,[ 1.9140629 -1.1845276],[ 1.7866372 -1.7536004],0.0877302885055542
134,Ned,spider_man_homecoming.txt,Three thousand eight hundred and three.,0.0,[0.48722678 0.23231861],[ 1.3079822 -1.2928034],0.03298354148864746
135,Peter,spider_man_homecoming.txt,That’s insane.,-1.0,[0.5722259  0.17388427],[ 0.8679167  -0.77641445],0.06006917357444763
136,Ned,spider_man_homecoming.txt,I know. You want to build it tonight?,0.0,[ 2.19667   -1.3302497],[ 1.681839  -1.7311547],0.16968198120594025
137,Peter,spider_man_homecoming.txt,"No, I can’t tonight. I’ve got the Stark-",-0.2,[ 2.0210004 -1.0061432],[ 1.7108396 -1.5538877],0.03947991132736206
138,Ned,spider_man_homecoming.txt,Mm-hmm. Stark internship.,-0.2,[ 0.98599976 -0.40502116],[ 1.8041435 -1.8456793],0.047663867473602295
139,Peter,spider_man_homecoming.txt,"Yeah, exactly.",0.25,[0.03925498 0.62347484],[ 1.2443613 -1.0950259],0.02682974934577942
140,Ned,spider_man_homecoming.txt,Always got that internship.,0.0,[-0.7277125  1.2198089],[ 1.1310171 -1.1022415],0.06646537780761719
141,Peter,spider_man_homecoming.txt,"Yeah, well, hopefully, soon it’ll lead to a real job with them.",0.2,[-0.7907564   0.94999194],[ 1.5023931 -1.3703101],0.056189119815826416
142,Ned,spider_man_homecoming.txt,That would be so sweet.,0.35,[-0.09530976  0.5824365 ],[ 1.2712246 -1.2454464],0.16516615450382233
143,Peter,spider_man_homecoming.txt,Right?,0.2857142857142857,[0.7616043  0.04755643],[ 1.1147966 -1.0759453],0.03322023153305054
144,Ned,spider_man_homecoming.txt,"He’d be all, “Good job on those spreadsheets, Peter. Here’s a gold coin.”",0.7,[0.01391722 0.35804752],[ 1.6820852 -1.9274021],0.07352197170257568
145,Ned,spider_man_homecoming.txt,I don’t know how jobs work.,0.0,[ 0.89505816 -0.25078645],[ 1.6123928 -1.3169101],0.03792613744735718
146,Peter,spider_man_homecoming.txt,That’s exactly how they work.,0.25,[-0.54437166  0.9716735 ],[ 1.0998337  -0.95440996],0.0344693660736084
147,Ned,spider_man_homecoming.txt,"Oh. (chuckles) I’ll knock out the basic bones of the Death Star at my place. And, and then I’ll come by afterwards...",0.0,[ 1.948531  -0.9990435],[ 1.2353476 -1.4636517],0.1363714337348938
148,Ned,spider_man_homecoming.txt,"...because for the most part, the difficult thing is the base of it. The top half we can knock out in two hours, tops.",-0.0933333333333333,[ 1.8724415  -0.99762714],[ 1.2801453 -1.1236452],0.033566802740097046
149,Peter,spider_man_homecoming.txt,That’d be great.,0.8,[ 0.7349398  -0.07310295],[ 1.0189396 -1.0145485],0.11582836508750916
150,Flash,spider_man_homecoming.txt,It’s the product of sine of the angle and gravity divided by the mass.,0.0,[ 1.5933799  -0.82180226],[ 1.1153098 -1.1328038],0.027237772941589355
151,Peter,spider_man_homecoming.txt,"Uh... Uh... Yeah, yeah.",0.0,[-0.6314522  0.7535694],[ 1.5837293 -1.5451993],0.03132358193397522
152,Peter,spider_man_homecoming.txt,"Uh... Mass cancels out, so it’s just gravity times sine.",0.0,[ 1.4691367  -0.63812923],[ 1.4753268 -1.496714 ],0.020858556032180786
153,Flash,spider_man_homecoming.txt,(whispers) You’re dead.,-0.2,[ 1.6997012  -0.72394454],[ 1.545283  -1.6325132],0.05564984679222107
154,Peter,spider_man_homecoming.txt,Did Liz get a new top?,0.3181818181818182,[ 1.6778315 -1.1393114],[ 0.9910896 -1.0201213],0.040267348289489746
155,Ned,spider_man_homecoming.txt,"No. We’ve seen that before, but never with that skirt.",0.0,[ 1.79654   -1.1163383],[ 0.8488373 -0.6944905],0.08714184165000916
156,Liz,spider_man_homecoming.txt,Hi!,0.0,[0.6869745  0.16098621],[ 1.0996256 -1.070731 ],0.04341936111450195
157,Peter,spider_man_homecoming.txt,"We should probably stop staring before it gets creepy, though.",-0.5,[ 1.2623448 -0.6569843],[ 1.390733  -1.4957844],0.059315264225006104
158,Michelle,spider_man_homecoming.txt,Too late.,-0.3,[0.6652692 0.002845 ],[ 1.3449675 -1.1682721],0.07798528671264648
159,Michelle,spider_man_homecoming.txt,You guys are losers.,-0.2,[-0.46795726  1.0725477 ],[ 1.1622267 -1.0486766],0.10389460623264313
160,Ned,spider_man_homecoming.txt,But then why do you sit with us?,0.0,[ 1.610997   -0.84560144],[ 1.4290082 -1.3521107],0.17310668528079987
161,Michelle,spider_man_homecoming.txt,Because I don’t have any friends.,0.0,[ 0.8256861  -0.04500795],[ 1.5505824 -1.5611943],0.07961341738700867
162,Liz,spider_man_homecoming.txt,Let’s move to the next question. What is the heaviest naturally-occurring element?,0.0,[ 2.033258  -1.4534925],[ 1.7994248 -1.9725081],0.020677387714385986
163,Liz,spider_man_homecoming.txt,"That is correct. Thank you, Abraham.",0.0,[0.4829316  0.12005181],[ 1.5657271 -1.6196464],0.10629735887050629
164,Liz,spider_man_homecoming.txt,Please open your books to page ten.,0.0,[ 0.6033449  -0.09670151],[ 1.8924903 -2.024193 ],0.02825954556465149
165,Mr. Harrington,spider_man_homecoming.txt,"Peter, it’s nationals. Is there no way you could take one weekend off?",0.0,[ 1.997039  -1.1251662],[ 1.8403796 -1.6518909],0.029689162969589233
166,Peter,spider_man_homecoming.txt,"I can’t go to Washington because if Mr. Stark needs me, then I have to make sure that I’m here.",0.15,[ 1.5845653 -0.9184768],[ 1.6830858 -1.916098 ],0.06566941738128662
167,Flash,spider_man_homecoming.txt,You’ve never even been in the same room as Tony Stark.,-0.1,[ 1.3915327 -0.5759196],[ 1.4306313 -1.4627687],0.07134115695953369
